Journal title;Journal URL;First calendar year journal provided online Open Access content;Alternative title;Country of publisher;Full text language;Keywords;Journal ISSN (print version);Journal EISSN (online version);Publisher;Society or institution;Platform, host or aggregator;Journal article processing charges (APCs);APC information URL;APC amount;Currency;Journal article submission fee;Submission fee URL;Submission fee amount;Submission fee currency;Journal waiver policy (for developing country authors etc);Waiver policy information URL;Digital archiving policy or program(s);Archiving: national library;Archiving: other;Archiving infomation URL;Journal full-text crawl permission;Permanent article identifiers;Journal provides download statistics;Download statistics information URL;Full text formats;URL for the Editorial Board page;Review process;Review process information URL;URL for journal's aims & scope;URL for journal's instructions for authors;Journal plagiarism screening policy;Plagiarism information URL;Average number of weeks between submission and publication;URL for journal's Open Access statement;Machine-readable CC licensing information embedded or displayed in articles;URL to an example page with embedded licensing information;Journal license;License attributes;URL for license terms;Does this journal allow unrestricted reuse in compliance with BOAI?;Deposit policy directory;Author holds copyright without restrictions;Copyright information URL;Author holds publishing rights without restrictions;Publishing rights information URL;DOAJ Seal;Tick: Accepted after March 2014;Added on Date;Subjects;Number of Article Records;Most Recent Article Added
International Journal of Behavioral Sciences;http://journals.bmsu.ac.ir/jbs/index.php/jbs/index;2007;;Iran, Islamic Republic of;English, Persian;behavioral sciences, psychology, psychotherapy, behavioral neuroscience, marriage and family therapy;2322-1194;;Baqiyatallah University of Medical Sciences;Baqiyatallah University of Medical Sciences;OJS;No;http://journals.bmsu.ac.ir/jbs/index.php/jbs/about/editorialPolicies#focusAndScope;;;;http://journals.bmsu.ac.ir/jbs/index.php/jbs/about/editorialPolicies#focusAndScope;;;;;;;;http://journals.bmsu.ac.ir/jbs/index.php/jbs/about/editorialPolicies#archiving;Yes;;;;PDF, HTML, XML;http://journals.bmsu.ac.ir/jbs/index.php/jbs/about/displayMembership/1;Double blind peer review;http://journals.bmsu.ac.ir/jbs/index.php/jbs/about/editorialPolicies#peerReviewProcess;http://journals.bmsu.ac.ir/jbs/index.php/jbs/about/editorialPolicies#focusAndScope;http://journals.bmsu.ac.ir/jbs/index.php/jbs/about/submissions#authorGuidelines;;;18;http://journals.bmsu.ac.ir/jbs/index.php/jbs/about/editorialPolicies#openAccessPolicy;Yes;http://journals.bmsu.ac.ir/jbs/index.php/jbs/article/view/462;CC BY-NC;;http://journals.bmsu.ac.ir/jbs/index.php/jbs/index;Yes;;False;;False;;No;Yes;2016-11-22T15:01:20Z;Philosophy. Psychology. Religion: Psychology;0;
Journal of Health Psychology;http://hpj.journals.pnu.ac.ir/;2012;Journal of Health Psychology;Iran, Islamic Republic of;Persian;health, psychology;2322-1283;2538-5585;Payame Noor University;;Sinaweb;No;http://hpj.journals.pnu.ac.ir/;;;;http://hpj.journals.pnu.ac.ir;;;;;;;;http://hpj.journals.pnu.ac.ir/;Yes;;Yes;http://hpj.journals.pnu.ac.ir/article_4266_623.html;PDF, XML;http://hpj.journals.pnu.ac.ir/journal/editorial.board;Peer review;http://hpj.journals.pnu.ac.ir/journal/process;http://hpj.journals.pnu.ac.ir/journal/aim_scope;http://hpj.journals.pnu.ac.ir/journal/authors.note;;;4;http://hpj.journals.pnu.ac.ir/;;;CC BY;;http://hpj.journals.pnu.ac.ir/;Yes;;False;;False;;No;Yes;2018-01-17T14:40:20Z;Philosophy. Psychology. Religion: Psychology;158;2018-10-23T10:56:47Z
Social Cognition;http://sc.journals.pnu.ac.ir/;2012;Social Cognition;Iran, Islamic Republic of;Persian;psychology;2322-3782;2322-4312;Payame Noor University  ;;Sinaweb;No;http://sc.journals.pnu.ac.ir/;;;;http://sc.journals.pnu.ac.ir/;;;;;;;;http://sc.journals.pnu.ac.ir/;Yes;;Yes;http://sc.journals.pnu.ac.ir/;PDF;http://sc.journals.pnu.ac.ir/journal/editorial.board;Double blind peer review;http://sc.journals.pnu.ac.ir/;http://sc.journals.pnu.ac.ir/journal/aim_scope;http://sc.journals.pnu.ac.ir/journal/authors.note;;;24;http://sc.journals.pnu.ac.ir/;;;CC BY;;http://sc.journals.pnu.ac.ir/;Yes;;True;http://sc.journals.pnu.ac.ir/journal/about?lang=en;True;http://sc.journals.pnu.ac.ir/journal/about?lang=en;No;Yes;2019-01-18T18:00:56Z;Philosophy. Psychology. Religion: Psychology;150;2019-01-20T06:15:07Z
Child Neurology Open;http://journals.sagepub.com/home/cno;2014;;United States;English;child neurology, neuropsychology, neuroscience, behavioural paediatrics, developmental paediatrics, paediatric neurology;;2329-048X;SAGE Publishing;;Atypon;Yes;https://us.sagepub.com/en-us/nam/journal/child-neurology-open#submission-guidelines;990;USD - US Dollar;;https://us.sagepub.com/en-us/nam/journal/child-neurology-open#submission-guidelines;;;Yes;https://us.sagepub.com/en-us/nam/gold-open-access-article-processing-charge-waivers;LOCKSS, CLOCKSS, Portico, PMC/Europe PMC/PMC Canada;;;https://thekeepers.org/journals?query=2329-048X;;DOI;Yes;http://journals.sagepub.com/doi/metrics/10.1177/2329048X16665758;PDF, HTML;https://us.sagepub.com/en-us/nam/journal/child-neurology-open#editorial-board;Blind peer review;https://mc.manuscriptcentral.com/societyimages/childneurologyopen/MSG_CNO_2016.pdf;https://us.sagepub.com/en-us/nam/journal/child-neurology-open#aims-and-scope;https://us.sagepub.com/en-us/nam/journal/child-neurology-open#submission-guidelines;Yes;https://mc.manuscriptcentral.com/societyimages/childneurologyopen/MSG_CNO_2016.pdf;15;https://us.sagepub.com/en-us/nam/journal/child-neurology-open#description;Yes;http://journals.sagepub.com/doi/full/10.1177/2329048X16684396;CC BY-NC;;https://mc.manuscriptcentral.com/societyimages/childneurologyopen/MSG_CNO_2016.pdf;Yes;Sherpa/Romeo;False;;False;;No;Yes;2017-11-16T08:48:33Z;Medicine: Pediatrics | Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry: Neurology. Diseases of the nervous system;95;2019-02-21T18:37:27Z
Global Journal of Psychological Research;http://journal.newcenturyscience.com/index.php/gjpr;2013;;United States;Chinese;psychology;2330-913X;2334-2021;New Century Science Press LLC;;;Yes;;160;USD - US Dollar;;;;;;;Portico;;;http://www.portico.org/digital-preservation/who-participates-in-portico/participating-publishers/newcs;Yes;DOI;;;PDF;http://journal.newcenturyscience.com/index.php/gjpr/about/displayMembership/23;Double blind peer review;http://journal.newcenturyscience.com/index.php/gjpr/about/editorialPolicies#peerReviewProcess;http://journal.newcenturyscience.com/index.php/gjpr/about/editorialPolicies#focusAndScope;http://journal.newcenturyscience.com/index.php/gjpr/about/submissions#authorGuidelines;Yes;http://journal.newcenturyscience.com/index.php/gjpr/about/editorialPolicies#custom-1;8;http://journal.newcenturyscience.com/index.php/gjpr/about/editorialPolicies#openAccessPolicy;Yes;http://journal.newcenturyscience.com/index.php/gjpr/article/view/671;CC BY;;http://journal.newcenturyscience.com/index.php/gjpr/about/submissions#copyrightNotice;Yes;Sherpa/Romeo;True;http://journal.newcenturyscience.com/index.php/gjpr/about/submissions#copyrightNotice;True;http://journal.newcenturyscience.com/index.php/gjpr/about/submissions#copyrightNotice;No;Yes;2014-10-29T20:27:44Z;Philosophy. Psychology. Religion: Psychology;12;2015-06-09T04:00:40Z
Cogent Psychology;http://cogentoa.tandfonline.com/journal/oaps20;2014;;United Kingdom;English;applied psychology, clinical psychology & neuropsychology, cognitive science & neuroscience, social psychology, developmental psychology, health psychology;;2331-1908;Taylor & Francis Group;;Taylor & Francis Online;Yes;http://cogentoa.tandfonline.com/page/authors?journalCode=oaps20#open;1350;USD - US Dollar;;http://cogentoa.tandfonline.com/page/authors?journalCode=oaps20#open;;;Yes;http://cogentoa.tandfonline.com/page/authors?journalCode=oaps20#open;LOCKSS, CLOCKSS;;;http://www.tandf.co.uk/libsite/productInfo/journals/onlineArchive/;Yes;DOI;Yes;http://cogentoa.tandfonline.com/doi/full/10.1080/23311908.2014.969553;PDF, HTML, XML;http://cogentoa.tandfonline.com/page/aboutJournal?journalCode=oaps20;Blind peer review;http://cogentoa.tandfonline.com/page/reviewers?journalCode=oaps20;http://cogentoa.tandfonline.com/page/aboutJournal?journalCode=oaps20;http://cogentoa.tandfonline.com/page/authors?journalCode=oaps20;Yes;http://cogentoa.tandfonline.com/page/authors?journalCode=oaps20#policy;12;http://cogentoa.tandfonline.com/page/authors?journalCode=oaps20#open;Yes;http://cogentoa.tandfonline.com/doi/full/10.1080/23311908.2014.993850;CC BY;;http://cogentoa.tandfonline.com/page/authors?journalCode=oaps20#open;Yes;Sherpa/Romeo;True;http://cogentoa.tandfonline.com/page/authors?journalCode=oaps20#open;True;http://cogentoa.tandfonline.com/page/authors?journalCode=oaps20#open;Yes;Yes;2015-04-17T13:31:31Z;Philosophy. Psychology. Religion: Psychology | Science: Physiology: Neurophysiology and neuropsychology;340;2019-04-05T10:41:14Z
Empati;http://ejournal-s1.undip.ac.id/index.php/empati;2013;;Indonesia;Indonesian;psychology;2337-375X;;Universitas Diponegoro;Universitas Diponegoro, Fakultas Psikologi;OJS;No;http://ejournal-s1.undip.ac.id/index.php/empati/about/submissions#authorFees;;;;http://ejournal-s1.undip.ac.id/index.php/empati/about/submissions#authorFees;;;;;;;;http://No policy in place;Yes;;;;PDF;http://ejournal-s1.undip.ac.id/index.php/empati/about/editorialTeam;Peer review;http://ejournal-s1.undip.ac.id/index.php/empati/about/editorialPolicies#peerReviewProcess;http://ejournal-s1.undip.ac.id/index.php/empati/about/editorialPolicies#focusAndScope;http://ejournal-s1.undip.ac.id/index.php/empati/about/submissions#authorGuidelines;;;24;http://ejournal-s1.undip.ac.id/index.php/empati/about/editorialPolicies#openAccessPolicy;Yes;http://ejournal-s1.undip.ac.id/index.php/empati/article/view/15079/14575;CC BY-NC-SA;;http://ejournal-s1.undip.ac.id/index.php/empati/about/submissions#copyrightNotice;Yes;;False;;False;;No;Yes;2017-08-08T08:33:57Z;Philosophy. Psychology. Religion: Psychology;0;
Revista de Psicología Clínica con Niños y Adolescentes;http://www.revistapcna.com/;2014;;Spain;Spanish;clinical psychology, health, adolescence, childhood, psychopathology;;2340-8340;Universidad Miguel Hernández;;;No;http://www.revistapcna.com/normas-de-publicaci%C3%B3n;;;;http://www.revistapcna.com/normas-de-publicaci%C3%B3n;;;;;;;;;Yes;;;;PDF;http://www.revistapcna.com/comite-editorial;Peer review;http://www.revistapcna.com/normas-de-publicaci%C3%B3n;http://www.revistapcna.com/presentaci%C3%B3n;http://www.revistapcna.com/normas-de-publicaci%C3%B3n;;http://www.revistapcna.com/normas-de-publicaci%C3%B3n;16;http://www.revistapcna.com/presentaci%C3%B3n;;;CC BY-NC-ND;;http://www.revistapcna.com/presentaci%C3%B3n;Yes;;False;;False;;No;Yes;2015-02-03T15:09:24Z;Philosophy. Psychology. Religion: Psychology;0;
Clinical Psychology and Personality;http://cpap.shahed.ac.ir/index.php?slc_lang=en&sid=1;2003;Clinical Psychology and Personality;Iran, Islamic Republic of;Persian;clinical psychology, personality, psychiatry, psychometrics, psychotherapy;2345-2188;2345-4784;Shahed University;;Yektaweb;Yes;http://cpap.shahed.ac.ir/page/81/Financial-Policies;1000000;IRR - Iranian Rial;;http://cpap.shahed.ac.ir/page/81/Financial-Policies;;;;;;;;;Yes;;Yes;http://cpap.shahed.ac.ir/browse.php?mag_id=53&slc_lang=en&sid=1;PDF;http://cpap.shahed.ac.ir/page/13/Editorial-Board;Double blind peer review;http://cpap.shahed.ac.ir/page/12/About-Journal;http://cpap.shahed.ac.ir/page/14/Aims--YW_AND--Scopes;http://cpap.shahed.ac.ir/page/21/Submission-Instruction;;;24;http://cpap.shahed.ac.ir/page/82/Open-Access--YW_AND--Copyright-Policy;;;CC BY-NC;;http://cpap.shahed.ac.ir/page/82/Open-Access--YW_AND--Copyright-Policy;Yes;;True;http://cpap.shahed.ac.ir/page/82/Open-Access--YW_AND--Copyright-Policy;True;http://cpap.shahed.ac.ir/page/82/Open-Access--YW_AND--Copyright-Policy;No;Yes;2018-10-31T14:55:31Z;Philosophy. Psychology. Religion: Psychology;230;2018-11-03T10:56:10Z
Sport Psychology Studies;http://spsyj.ssrc.ac.ir/;2012;Sport Psychology Studies;Iran, Islamic Republic of;Persian;psychology, sport sciences;2345-2978;2538-1504;Sport Sciences Research Institute;;Sinaweb;Yes;http://spsyj.ssrc.ac.ir/journal/about?lang=en;2000000;IRR - Iranian Rial;;http://spsyj.ssrc.ac.ir/journal/about?lang=en;;;;;;;;;Yes;DOI;Yes;http://spsyj.ssrc.ac.ir/article_1204_en.html;PDF;http://spsyj.ssrc.ac.ir/journal/editorial.board;Double blind peer review;http://spsyj.ssrc.ac.ir/reviewer?_action=info&lang=en;http://spsyj.ssrc.ac.ir/journal/aim_scope?lang=en;http://spsyj.ssrc.ac.ir/journal/authors.note?lang=en;Yes;http://spsyj.ssrc.ac.ir/?lang=en;48;http://spsyj.ssrc.ac.ir/?lang=en;;;CC BY;;http://spsyj.ssrc.ac.ir/?lang=en;Yes;;False;;False;;No;Yes;2019-01-28T12:52:56Z;Geography. Anthropology. Recreation: Recreation. Leisure: Sports;211;2019-01-28T20:27:02Z
Counselling Culture and Psychotherapy;http://qccpc.atu.ac.ir/;2013;Counselling Culture and Psychotherapy;Iran, Islamic Republic of;Persian;counseling, psychology;2345-6051;;Allameh Tabataba'i University Press;Allameh Tabataba'i University;Sinaweb;No;http://qccpc.atu.ac.ir/journal/about;;;;http://qccpc.atu.ac.ir/journal/about;;;;;;;Magiran, Noormags;http://qccpc.atu.ac.ir/journal/aim_scope;Yes;DOI;;;PDF;http://qccpc.atu.ac.ir/journal/editorial.board;Double blind peer review;http://qccpc.atu.ac.ir/journal/about;http://qccpc.atu.ac.ir/journal/aim_scope;http://qccpc.atu.ac.ir/journal/authors.note;Yes;http://qccpc.atu.ac.ir/journal/process;8;http://qccpc.atu.ac.ir/journal/about;;;CC BY-NC;;http://qccpc.atu.ac.ir/;Yes;;False;;False;;No;Yes;2017-03-16T16:47:49Z;Philosophy. Psychology. Religion: Psychology;261;2018-09-16T16:21:09Z
Research in School and Virtual Learning;http://etl.journals.pnu.ac.ir/;2014;Research in School and Virtual Learning;Iran, Islamic Republic of;Persian;schools, virtual learning, learning, psychology, education;2345-6523;2345-6531;Payame Noor University;;Sinaweb;No;http://etl.journals.pnu.ac.ir/journal/authors.note;;;;http://etl.journals.pnu.ac.ir/journal/authors.note;;;;;;;;http://etl.journals.pnu.ac.ir/;Yes;;Yes;http://etl.journals.pnu.ac.ir/;PDF, HTML, XML;http://etl.journals.pnu.ac.ir/journal/editorial.board;Peer review;http://etl.journals.pnu.ac.ir/journal/process;http://etl.journals.pnu.ac.ir/journal/aim_scope;http://etl.journals.pnu.ac.ir/journal/authors.note;Yes;http://etl.journals.pnu.ac.ir;2;http://etl.journals.pnu.ac.ir/;;;CC BY;;http://etl.journals.pnu.ac.ir/journal/about;Yes;;False;;False;;No;Yes;2018-01-30T10:00:28Z;Education: Education (General);145;2018-12-30T11:25:29Z
International Journal of Organizational Leadership;http://aimijournal.com/Pages/Public/JournalGate.aspx?Action=0&SubjectId=1a5b0bc1-7ac9-4554-bcde-4c202a546bf4&JournalId=d09bbfae-ea92-4d65-b205-76fbf8c1ad58;2012;;Iran, Islamic Republic of;English;management, psychology, operation research, marketing, business, economics;;2345-6744;Industrial Management Institute;Industrial Management Institute;IMI press;No;;;;;;;;;;;;;;;;;;PDF;http://aimijournal.com/Pages/Public/JournalWebPages.aspx?Id=0cf41491-4ac5-4994-8577-6d8b733ff305&JournalId=d09bbfae-ea92-4d65-b205-76fbf8c1ad58&SubjectId=1a5b0bc1-7ac9-4554-bcde-4c202a546bf4;Double blind peer review;http://aimijournal.com/Pages/Public/JournalWebPages.aspx?Id=1a935ea7-bb67-448a-b93a-e9fd5a4e9bd8&JournalId=d09bbfae-ea92-4d65-b205-76fbf8c1ad58&SubjectId=1a5b0bc1-7ac9-4554-bcde-4c202a546bf4;http://aimijournal.com/Pages/Public/JournalWebPages.aspx?Id=2c20b77d-e13b-4a8f-aa0a-9465f2c9fb7e&JournalId=d09bbfae-ea92-4d65-b205-76fbf8c1ad58&SubjectId=1a5b0bc1-7ac9-4554-bcde-4c202a546bf4;http://aimijournal.com/Pages/Public/JournalWebPages.aspx?Id=1a935ea7-bb67-448a-b93a-e9fd5a4e9bd8&JournalId=d09bbfae-ea92-4d65-b205-76fbf8c1ad58&SubjectId=1a5b0bc1-7ac9-4554-bcde-4c202a546bf4;;;8;http://aimijournal.com/Pages/Public/JournalWebPages.aspx?Id=46b40e81-caf5-439c-a822-a378003d8fd6&JournalId=d09bbfae-ea92-4d65-b205-76fbf8c1ad58&SubjectId=1a5b0bc1-7ac9-4554-bcde-4c202a546bf4;;;CC BY;;http://aimijournal.com/Pages/Public/JournalWebPages.aspx?Id=46b40e81-caf5-439c-a822-a378003d8fd6&JournalId=d09bbfae-ea92-4d65-b205-76fbf8c1ad58&SubjectId=1a5b0bc1-7ac9-4554-bcde-4c202a546bf4;Yes;;False;;False;;No;Yes;2014-07-24T13:47:25Z;Social Sciences: Industries. Land use. Labor: Management. Industrial management;62;2016-01-16T19:16:02Z
Psihološka Obzorja;http://psiholoska-obzorja.si/;2000;Horizons of Psychology;Slovenia;English, Slovenian;psychology;;2350-5141;Slovenian Psychologists' Association;Slovenian Psychologists' Association;;No;http://psiholoska-obzorja.si/en/predstavitev#open_access;;;;http://psiholoska-obzorja.si/en/predstavitev#open_access;;;;;;;dLib.si (Digital Library of Slovenia);http://www.dlib.si/results/?query=%27keywords%3dPsiholo%C5%A1ka+obzorja+%28Ljubljana%29%27&pageSize=25&sortDir=DESC&sort=date;Yes;;Yes;http://psiholoska-obzorja.si/en/;PDF;http://psiholoska-obzorja.si/en/urednistvo;Double blind peer review;http://psiholoska-obzorja.si/en/predstavitev#instructions;http://psiholoska-obzorja.si/en/predstavitev#aims;http://psiholoska-obzorja.si/en/za_avtorje;Yes;http://psiholoska-obzorja.si/en/predstavitev#ethics;12;http://psiholoska-obzorja.si/en/predstavitev#open_access;;;CC BY;;http://psiholoska-obzorja.si/en/predstavitev#open_access;Yes;;True;http://psiholoska-obzorja.si/en/predstavitev#open_access;True;http://psiholoska-obzorja.si/en/predstavitev#open_access;No;Yes;2016-02-26T18:40:05Z;Philosophy. Psychology. Religion: Psychology;436;2019-03-13T16:52:53Z
Health Psychology Report;http://www.termedia.pl/Journal/Health_Psychology_Report-74/Info;2013;;Poland;English;psychology, health;2353-4184;2353-5571;Termedia Publishing House;Institute of Psychology, University of Gdansk;Termedia Publishing House - Bentus;No;http://www.termedia.pl/Journal/Health_Psychology_Report-74/For-authors;;;;http://www.termedia.pl/Journal/Health_Psychology_Report-74/For-authors;;;;;;;Polish Medical Library (GBL);http://www.termedia.pl/Journal/Health_Psychology_Report-74/Indeksacja;Yes;DOI;;;PDF, HTML, XML;http://www.termedia.pl/Journal/Health_Psychology_Report-74/Info;Double blind peer review;http://www.termedia.pl/Journal/Health_Psychology_Report-74/Dla_autorow;http://www.termedia.pl/Journal/Health_Psychology_Report-74/Info;http://www.termedia.pl/Journal/Health_Psychology_Report-74/Dla_autorow;;http://www.termedia.pl/Journal/Health_Psychology_Report-74/Dla_autorow;8;http://www.termedia.pl/Journal/Health_Psychology_Report-74/Info;Yes;http://www.termedia.pl/Original-article-The-outcomes-of-family-and-consumer-leadership-education-creating-positive-change-in-disability-policy-and-practice,74,24880,1,1.html;CC BY-NC-SA;;http://www.termedia.pl/Privacy-policy,828.html;Yes;;True;http://www.termedia.pl/Journal/Health_Psychology_Report-74/For-authors;True;http://www.termedia.pl/Journal/Health_Psychology_Report-74/For-authors;No;Yes;2016-01-20T10:28:19Z;Medicine | Philosophy. Psychology. Religion: Psychology;144;2018-02-06T11:47:27Z
Current Issues in Personality Psychology;http://www.termedia.pl/Journal/Current_Issues_in_Personality_Psychology-75/Info;2013;;Poland;English;personality psychology, interpersonal relations, quality of life, personality assessment and diagnosis;2353-4192;2353-561X;Termedia Publishing House;University of Gdansk;Termedia Publishing House - Bentus;No;http://www.termedia.pl/Journal/Current_Issues_in_Personality_Psychology-75/For-authors;;;;http://www.termedia.pl/Journal/Current_Issues_in_Personality_Psychology-75/For-authors;;;Yes;http://www.termedia.pl/Journal/Current_Issues_in_Personality_Psychology-75/Dla_autorow;;;Polish Medical Library (GBL) ;http://www.termedia.pl/Journal/Current_Issues_in_Personality_Psychology-75/Indeksacja;Yes;DOI;;;PDF, HTML;http://www.termedia.pl/Journal/Current_Issues_in_Personality_Psychology-75/Info;Double blind peer review;http://www.termedia.pl/Journal/Current_Issues_in_Personality_Psychology-75/Dla_autorow;http://www.termedia.pl/Journal/Current_Issues_in_Personality_Psychology-75/Info;http://www.termedia.pl/Journal/Current_Issues_in_Personality_Psychology-75/Dla_autorow;Yes;http://www.termedia.pl/Journal/Current_Issues_in_Personality_Psychology-75/For-authors;8;http://www.termedia.pl/Journal/Current_Issues_in_Personality_Psychology-75/Info;Yes;http://www.termedia.pl/Factors-influencing-subject-selection-in-upper-secondary-education-Key-Stage-4-for-males-and-females-in-England,75,25616,1,1.html;CC BY-NC-SA;;http://www.termedia.pl/Journal/Current_Issues_in_Personality_Psychology-75/Info;Yes;;True;http://www.termedia.pl/Journal/Current_Issues_in_Personality_Psychology-75/For-authors;True;http://www.termedia.pl/Journal/Current_Issues_in_Personality_Psychology-75/For-authors;No;Yes;2016-01-20T10:40:17Z;Philosophy. Psychology. Religion: Psychology;116;2018-02-06T11:08:38Z
